sample_accession,sample_description,tax_id,age,altitude,assembly_quality,assembly_software,binning_software,bio_material,broad_scale_environmental_context,broker_name,cell_line,cell_type,center_name,checklist,collected_by,collection_date,collection_date_end,collection_date_start,completeness_score,contamination_score,country,cultivar,culture_collection,datahub,depth,description,dev_stage,disease,ecotype,elevation,environment_biome,environment_feature,environment_material,environmental_medium,environmental_sample,experimental_factor,first_public,germline,host,host_body_site,host_genotype,host_gravidity,host_growth_conditions,host_phenotype,host_scientific_name,host_sex,host_status,host_tax_id,identified_by,investigation_type,isolate,isolation_source,keywords,last_updated,lat,local_environmental_context,location,location_end,location_start,lon,marine_region,mating_type,ncbi_reporting_standard,ph,project_name,protocol_label,related_sample_accession,salinity,sample_alias,sample_capture_status,sample_collection,sample_material,sample_title,sampling_campaign,sampling_platform,sampling_site,scientific_name,secondary_sample_accession,sequencing_method,serotype,serovar,sex,specimen_voucher,status,strain,study_accession,sub_species,sub_strain,submission_accession,submission_tool,submitted_host_sex,tag,target_gene,tax_lineage,taxonomic_classification,taxonomic_identity_marker,temperature,tissue_lib,tissue_type,variety
SAMEA1130781,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,28930,about 60 years,,,,,,,,,,,,,,,,,,,,,,,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,source GSM433451 1,,,,,,,,Fagus sylvatica,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA1130782,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,28930,about 60 years,,,,,,,,,,,,,,,,,,,,,,,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,source GSM433456 2,,,,,,,,Fagus sylvatica,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA1130786,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,28930,about 60 years,,,,,,,,,,,,,,,,,,,,,,,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,source GSM433481 1,,,,,,,,Fagus sylvatica,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA1130788,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,28930,about 60 years,,,,,,,,,,,,,,,,,,,,,,,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,source GSM433473 2,,,,,,,,Fagus sylvatica,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA1130795,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,28930,about 60 years,,,,,,,,,,,,,,,,,,,,,,,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,source GSM433477 2,,,,,,,,Fagus sylvatica,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA1130803,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,28930,about 60 years,,,,,,,,,,,,,,,,,,,,,,,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,source GSM433471 1,,,,,,,,Fagus sylvatica,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA1130805,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,28930,about 60 years,,,,,,,,,,,,,,,,,,,,,,,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,source GSM433475 2,,,,,,,,Fagus sylvatica,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA1130808,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,28930,about 60 years,,,,,,,,,,,,,,,,,,,,,,,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,source GSM433474 1,,,,,,,,Fagus sylvatica,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA1130809,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,28930,about 60 years,,,,,,,,,,,,,,,,,,,,,,,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,source GSM433490 2,,,,,,,,Fagus sylvatica,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA1130810,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,28930,about 60 years,,,,,,,,,,,,,,,,,,,,,,,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,source GSM433482 1,,,,,,,,Fagus sylvatica,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA1130815,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,28930,about 60 years,,,,,,,,,,,,,,,,,,,,,,,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,source GSM433477 1,,,,,,,,Fagus sylvatica,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA1130818,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,28930,about 60 years,,,,,,,,,,,,,,,,,,,,,,,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,source GSM433525 1,,,,,,,,Fagus sylvatica,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA1130821,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,28930,about 60 years,,,,,,,,,,,,,,,,,,,,,,,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,source GSM433495 1,,,,,,,,Fagus sylvatica,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA1130822,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,28930,about 60 years,,,,,,,,,,,,,,,,,,,,,,,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,source GSM433522 2,,,,,,,,Fagus sylvatica,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMEA1130823,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,28930,about 60 years,,,,,,,,,,,,,,,,,,,,,,,A coefficient of variation about all microarrays of one time point was calculated using Acuity 4.0 microarray informatics software [Axon Instruments]. We used only those spots that had a coefficient of variation < 50 and were present on at least half of identical slides. We express the median values as log2 ratios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,source GSM433519 2,,,,,,,,Fagus sylvatica,,,,,,,public,,,,,,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
